gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_Name,Name_Meaning
male,group C,some college,standard,none,59,60,58,Hassan,"Beautiful, handsome, doer of good"
male,group A,bachelor's degree,free/reduced,completed,49,58,60,Ehsan,"Excellence, kindness"
male,group C,high school,standard,completed,69,58,53,Jafar,"Stream, rivulet"
male,group C,bachelor's degree,free/reduced,none,61,66,61,Kamil,"Perfect, complete"
female,group A,some high school,free/reduced,none,44,64,58,Hana,"Happiness, bliss"
female,group D,some high school,standard,none,73,84,85,Iris,"Flower, messenger"
male,group E,some college,standard,none,84,77,71,Imran,"Prosperity, host"
female,group C,some college,free/reduced,completed,45,73,70,Ayla,"Moonlight, halo"
male,group D,some high school,standard,none,74,74,72,Ibrahim,"Father of many nations, Prophet Abraham"
female,group D,some college,standard,completed,82,97,96,Amira,"Princess, leader"
female,group D,bachelor's degree,standard,none,59,70,73,Naila,"Acquirer, achiever"
male,group E,associate's degree,free/reduced,none,46,43,41,Yunus,"Jonah, dove"
female,group D,some high school,standard,none,80,90,82,Aya,"Sign, miracle, verse from the Quran"
female,group D,master's degree,free/reduced,completed,85,95,100,Maha,"Wild cow, rare jewel"
female,group A,some high school,standard,none,71,83,77,Khadija,"Trustworthy, first wife of the Prophet"
male,group A,bachelor's degree,standard,none,66,64,62,Suhail,"Gentle, easy-going, Canopus star"
female,group B,associate's degree,standard,none,80,86,83,Rida,"Contentment, favored by God"
male,group C,associate's degree,standard,completed,87,100,95,Ibrahim,"Father of many nations, Prophet Abraham"
male,group C,master's degree,free/reduced,none,79,81,71,Anas,"Friendliness, affection"
female,group E,some high school,free/reduced,none,38,49,45,Amara,"Eternal beauty, urgent news"
female,group A,some high school,free/reduced,none,38,43,43,Huda,Right guidance
female,group E,some college,standard,none,67,76,75,Salma,"Safe, peaceful"
female,group E,bachelor's degree,standard,none,64,73,70,Daniya,"Kind-hearted, close, near"
female,group C,associate's degree,free/reduced,none,57,78,67,Mariam,"Mary, pious, beloved"
female,group D,high school,standard,none,62,64,64,Safa,"Purity, clarity"
male,group D,master's degree,standard,none,73,70,75,Zayd,"Growth, abundance"
male,group E,some high school,free/reduced,completed,73,67,59,Rayan,"Luxuriant, gate of heaven"
female,group D,some college,standard,none,77,68,77,Nadia,"Hope, delicate"
male,group E,some college,standard,none,76,67,67,Hamza,"Strong, steadfast, lion"
male,group C,associate's degree,standard,completed,57,54,56,Shadi,"Singer, seeker of knowledge"
female,group C,some high school,standard,completed,65,74,77,Rania,"Queen, gazing intently"
male,group A,high school,free/reduced,none,48,45,41,Zain,"Beauty, grace"
female,group B,high school,free/reduced,none,50,67,63,Nora,"Light, illumination"
female,group C,associate's degree,standard,none,85,89,95,Basma,A smile
male,group B,some high school,standard,none,74,63,57,Isa,"Jesus, God is salvation"
male,group D,some high school,standard,none,60,59,54,Hadi,"Guide, leader"
female,group C,some high school,standard,completed,59,54,67,Anisa,"Friendly, good companion"
male,group A,some college,standard,none,53,43,43,Khalid,"Eternal, immortal"
female,group A,some college,free/reduced,none,49,65,55,Amara,"Eternal beauty, urgent news"
female,group D,high school,standard,completed,88,99,100,Aya,"Sign, miracle, verse from the Quran"
female,group C,high school,standard,none,54,59,62,Basma,A smile
female,group C,some high school,standard,none,63,73,68,Inaya,"Concern, care, protection from God"
male,group B,associate's degree,standard,completed,65,65,63,Selim,"Safe, secure, flawless"
female,group B,associate's degree,standard,none,82,80,77,Iris,"Flower, messenger"
female,group D,high school,free/reduced,completed,52,57,56,Karima,"Generous, noble"
male,group D,associate's degree,standard,completed,87,84,85,Sami,"Hearing, elevated, sublime"
female,group D,master's degree,standard,completed,70,71,74,Maha,"Wild cow, rare jewel"
male,group E,some college,standard,completed,84,83,78,Malik,"King, master"
male,group D,associate's degree,standard,none,71,66,60,Karim,"Generous, noble"
male,group B,some high school,standard,completed,63,67,67,Tariq,"Morning star, night visitor"
female,group C,bachelor's degree,free/reduced,completed,51,72,79,Samira,Entertaining companion
male,group E,high school,standard,none,84,73,69,Ibrahim,"Father of many nations, Prophet Abraham"
male,group C,bachelor's degree,standard,completed,71,74,68,Ehsan,"Excellence, kindness"
male,group C,associate's degree,standard,none,74,73,67,Farhan,"Happy, glad"
male,group D,some college,standard,none,68,59,62,Tariq,"Morning star, night visitor"
male,group E,high school,free/reduced,completed,57,56,54,Hamza,"Strong, steadfast, lion"
female,group C,associate's degree,free/reduced,completed,82,93,93,Inaya,"Concern, care, protection from God"
female,group D,high school,standard,completed,57,58,64,Alia,"Highest social standing, exalted"
female,group D,master's degree,free/reduced,completed,47,58,67,Mariam,"Mary, pious, beloved"
female,group A,some high school,standard,completed,59,85,80,Hadiya,"Guide to righteousness, gift"
male,group B,some college,free/reduced,none,41,39,34,Youssef,"Joseph, God increases in honor"
female,group C,some college,free/reduced,none,62,67,62,Inaya,"Concern, care, protection from God"
male,group C,bachelor's degree,standard,none,86,83,86,Danyal,"Known, famous, intellectually sharp"
male,group C,some high school,free/reduced,none,69,71,65,Rida,"Contentment, favored by God"
male,group A,some high school,free/reduced,none,65,59,53,Amal,"Hope, aspiration"
male,group C,some high school,free/reduced,none,68,63,54,Ibrahim,"Father of many nations, Prophet Abraham"
male,group C,associate's degree,free/reduced,none,64,66,59,Imran,"Prosperity, host"
female,group C,high school,standard,none,61,72,70,Nora,"Light, illumination"
male,group C,high school,standard,none,61,56,55,Danyal,"Known, famous, intellectually sharp"
female,group A,some high school,free/reduced,none,47,59,50,Huda,Right guidance
male,group C,some high school,standard,none,73,66,66,Ehsan,"Excellence, kindness"
male,group C,some college,free/reduced,completed,50,48,53,Arif,"Knowing, knowledgeable"
male,group D,associate's degree,standard,none,75,68,64,Zayd,"Growth, abundance"
male,group D,associate's degree,free/reduced,none,75,66,73,Faiz,"Victorious, successful"
male,group C,high school,standard,none,70,56,51,Rayan,"Luxuriant, gate of heaven"
male,group D,some high school,standard,completed,89,88,82,Karim,"Generous, noble"
female,group C,some college,standard,completed,67,81,79,Sofia,"Wisdom, beautiful"
female,group D,high school,standard,none,78,81,80,Alia,"Highest social standing, exalted"
female,group A,some high school,free/reduced,none,59,73,69,Sofia,"Wisdom, beautiful"
female,group B,associate's degree,standard,none,73,83,76,Maha,"Wild cow, rare jewel"
male,group A,some high school,free/reduced,none,79,82,73,Bilal,"Moisture, the Prophet's first muezzin"
female,group C,some high school,standard,completed,67,74,77,Nora,"Light, illumination"
male,group D,some college,free/reduced,none,69,66,60,Nasir,"Helper, protector"
male,group C,high school,standard,completed,86,81,80,Hamza,"Strong, steadfast, lion"
male,group B,high school,standard,none,47,46,42,Selim,"Safe, secure, flawless"
male,group B,associate's degree,standard,none,81,73,72,Ibrahim,"Father of many nations, Prophet Abraham"
female,group C,some college,free/reduced,completed,64,85,85,Alia,"Highest social standing, exalted"
female,group E,some college,standard,none,100,92,97,Amira,"Princess, leader"
female,group C,associate's degree,free/reduced,none,65,77,74,Hafsa,"Cub, young lioness"
male,group C,some college,free/reduced,none,65,58,49,Sami,"Hearing, elevated, sublime"
female,group C,associate's degree,free/reduced,none,53,61,62,Sofia,"Wisdom, beautiful"
male,group C,bachelor's degree,free/reduced,none,37,56,47,Rayan,"Luxuriant, gate of heaven"
female,group D,bachelor's degree,standard,none,79,89,89,Maya,"Princess, water"
male,group D,associate's degree,free/reduced,none,53,54,48,Jamil,"Beautiful, radiant"
female,group E,bachelor's degree,standard,none,100,100,100,Lina,"Tender, palm tree"
male,group B,high school,standard,completed,72,65,68,Danyal,"Known, famous, intellectually sharp"
male,group C,bachelor's degree,free/reduced,none,53,58,55,Amin,"Trustworthy, faithful"
male,group B,some college,free/reduced,none,54,54,45,Zayd,"Growth, abundance"
female,group E,some college,standard,none,71,70,76,Ayah,"Evidence, sign"
female,group C,some college,free/reduced,none,77,90,91,Jamila,"Beautiful, elegant"
male,group A,bachelor's degree,standard,completed,75,58,62,Malik,"King, master"
female,group C,some college,standard,none,84,87,91,Layla,"Night, dark beauty"
female,group D,associate's degree,free/reduced,none,26,31,38,Amira,"Princess, leader"
male,group A,high school,free/reduced,completed,72,67,65,Sami,"Hearing, elevated, sublime"
female,group A,high school,free/reduced,completed,77,88,85,Anisa,"Friendly, good companion"
male,group C,some college,standard,none,91,74,76,Sajid,One who prostrates in worship
female,group C,associate's degree,standard,completed,83,85,90,Aisha,"Alive, prosperous"
female,group C,high school,standard,none,63,69,74,Dalal,"Coquettishness, pampered"
female,group C,associate's degree,standard,completed,68,86,84,Iris,"Flower, messenger"
female,group D,some high school,standard,none,59,67,61,Nora,"Light, illumination"
female,group B,associate's degree,standard,completed,90,90,91,Iris,"Flower, messenger"
female,group D,bachelor's degree,standard,completed,71,76,83,Anisa,"Friendly, good companion"
male,group E,bachelor's degree,standard,completed,76,62,66,Malik,"King, master"
male,group D,associate's degree,standard,none,80,68,72,Danyal,"Known, famous, intellectually sharp"
female,group D,master's degree,standard,none,55,64,70,Nour,Divine light
male,group E,associate's degree,standard,none,76,71,67,Sajid,One who prostrates in worship
male,group B,high school,standard,completed,73,71,68,Youssef,"Joseph, God increases in honor"
female,group D,associate's degree,free/reduced,none,52,59,56,Nour,Divine light
male,group C,some college,free/reduced,none,68,68,61,Nael,"Achiever, winner"
male,group A,high school,standard,none,59,52,46,Nael,"Achiever, winner"
female,group B,associate's degree,standard,none,49,52,54,Naila,"Acquirer, achiever"
male,group C,high school,standard,none,70,74,71,Amir,"Prince, commander"
male,group D,some college,free/reduced,none,61,47,56,Rami,"Archer, marksman"
female,group C,associate's degree,free/reduced,none,60,75,74,Aya,"Sign, miracle, verse from the Quran"
male,group B,some high school,standard,completed,64,53,57,Sami,"Hearing, elevated, sublime"
male,group A,associate's degree,free/reduced,completed,79,82,82,Nour,Divine light
female,group A,associate's degree,free/reduced,none,65,85,76,Iris,"Flower, messenger"
female,group C,associate's degree,standard,none,64,64,70,Jamila,"Beautiful, elegant"
female,group C,some college,standard,none,83,83,90,Leen,"Softness, tenderness"
female,group C,bachelor's degree,standard,none,81,88,90,Yasmin,Jasmine flower
female,group B,high school,standard,none,54,64,68,Naila,"Acquirer, achiever"
male,group D,high school,standard,completed,68,64,66,Nael,"Achiever, winner"
female,group C,some college,standard,none,54,48,52,Sana,"Radiance, brilliance, mountaintop"
female,group D,some college,free/reduced,completed,59,78,76,Rida,"Contentment, favored by God"
female,group B,some high school,standard,none,66,69,68,Tasnim,Fountain in paradise
male,group E,some college,standard,none,76,71,72,Khalid,"Eternal, immortal"
female,group D,master's degree,standard,none,74,79,82,Reem,White gazelle
female,group B,associate's degree,standard,completed,94,87,92,Anisa,"Friendly, good companion"
male,group C,some college,free/reduced,none,63,61,54,Farhan,"Happy, glad"
female,group E,associate's degree,standard,completed,95,89,92,Jude,"Generosity, goodness"
female,group D,master's degree,free/reduced,none,40,59,54,Reem,White gazelle
female,group B,some high school,standard,none,82,82,80,Nora,"Light, illumination"
male,group A,high school,standard,none,68,70,66,Kamil,"Perfect, complete"
male,group B,bachelor's degree,free/reduced,none,55,59,54,Amal,"Hope, aspiration"
male,group C,master's degree,standard,none,79,78,77,Sami,"Hearing, elevated, sublime"
female,group C,bachelor's degree,standard,none,86,92,87,Rida,"Contentment, favored by God"
male,group D,some college,standard,none,76,71,73,Zain,"Beauty, grace"
male,group A,some high school,standard,none,64,50,43,Nour,Divine light
male,group D,some high school,free/reduced,none,62,49,52,Zain,"Beauty, grace"
female,group B,some high school,standard,completed,54,61,62,Asma,"High, exalted, lofty"
female,group B,master's degree,free/reduced,completed,77,97,94,Daniya,"Kind-hearted, close, near"
female,group C,some high school,standard,completed,76,87,85,Salma,"Safe, peaceful"
female,group D,some college,standard,none,74,89,84,Inaya,"Concern, care, protection from God"
female,group E,some college,standard,completed,66,74,73,Zara,"Radiance, blooming flower"
female,group D,some high school,standard,completed,66,78,78,Anisa,"Friendly, good companion"
female,group B,high school,free/reduced,completed,67,78,79,Jannah,"Heaven, paradise"
male,group D,some college,standard,none,71,49,52,Hamza,"Strong, steadfast, lion"
female,group C,associate's degree,standard,none,91,86,84,Nadia,"Hope, delicate"
male,group D,bachelor's degree,standard,none,69,58,57,Rida,"Contentment, favored by God"
male,group C,master's degree,free/reduced,none,54,59,50,Faiz,"Victorious, successful"
male,group C,high school,standard,completed,53,52,49,Nour,Divine light
male,group E,some college,standard,none,68,60,59,Ayan,"Gift of God, time, epoch"
male,group C,some high school,free/reduced,completed,56,61,60,Isa,"Jesus, God is salvation"
female,group C,high school,free/reduced,none,36,53,43,Maha,"Wild cow, rare jewel"
female,group D,bachelor's degree,free/reduced,none,29,41,47,Karima,"Generous, noble"
female,group C,associate's degree,standard,none,62,74,70,Jannah,"Heaven, paradise"
female,group C,associate's degree,standard,completed,68,67,73,Anisa,"Friendly, good companion"
female,group C,some high school,standard,none,47,54,53,Rida,"Contentment, favored by God"
male,group E,associate's degree,standard,completed,62,61,58,Zain,"Beauty, grace"
female,group E,associate's degree,standard,completed,79,88,94,Jannah,"Heaven, paradise"
male,group B,high school,standard,completed,73,69,68,Adam,"Earth, the first prophet"
female,group C,bachelor's degree,free/reduced,completed,66,83,83,Nadia,"Hope, delicate"
male,group C,associate's degree,standard,completed,51,60,58,Jude,"Generosity, goodness"
female,group D,high school,standard,none,51,66,62,Dalal,"Coquettishness, pampered"
male,group E,bachelor's degree,standard,completed,85,66,71,Danyal,"Known, famous, intellectually sharp"
male,group A,associate's degree,standard,completed,97,92,86,Idris,"Studious, Prophet Enoch"
male,group C,high school,standard,completed,75,69,68,Kamil,"Perfect, complete"
male,group D,associate's degree,free/reduced,completed,79,82,80,Danyal,"Known, famous, intellectually sharp"
female,group C,associate's degree,standard,none,81,77,79,Jude,"Generosity, goodness"
female,group D,associate's degree,standard,none,82,95,89,Nadia,"Hope, delicate"
female,group D,master's degree,standard,none,64,63,66,Amara,"Eternal beauty, urgent news"
male,group E,some high school,free/reduced,completed,78,83,80,Aziz,"Powerful, respected, beloved"
female,group A,some high school,standard,completed,92,100,97,Lina,"Tender, palm tree"
male,group C,high school,standard,completed,72,67,64,Amin,"Trustworthy, faithful"
female,group C,high school,free/reduced,none,62,67,64,Nour,Divine light
male,group C,master's degree,standard,none,79,72,69,Hadi,"Guide, leader"
male,group C,some high school,free/reduced,none,79,76,65,Yunus,"Jonah, dove"
male,group B,bachelor's degree,free/reduced,completed,87,90,88,Ayan,"Gift of God, time, epoch"
female,group B,associate's degree,standard,none,40,48,50,Nadia,"Hope, delicate"
male,group D,some college,free/reduced,none,77,62,64,Yunus,"Jonah, dove"
male,group E,associate's degree,standard,none,53,45,40,Sami,"Hearing, elevated, sublime"
female,group C,some college,free/reduced,none,32,39,33,Yasmin,Jasmine flower
female,group C,associate's degree,standard,completed,55,72,79,Yasmin,Jasmine flower
male,group C,master's degree,free/reduced,none,61,67,66,Mustafa,The chosen one
female,group B,associate's degree,free/reduced,none,53,70,70,Hadiya,"Guide to righteousness, gift"
male,group D,some high school,standard,none,73,66,62,Sami,"Hearing, elevated, sublime"
female,group D,some college,standard,completed,74,75,79,Lina,"Tender, palm tree"
female,group C,some college,standard,none,63,74,74,Sarah,"Princess, bringer of joy"
male,group C,bachelor's degree,standard,completed,96,90,92,Suhail,"Gentle, easy-going, Canopus star"
female,group D,some college,free/reduced,completed,63,80,80,Rania,"Queen, gazing intently"
male,group B,bachelor's degree,free/reduced,none,48,51,46,Luqman,"Wise, a prophet/sage in the Quran"
male,group B,associate's degree,standard,none,48,43,45,Amir,"Prince, commander"
female,group E,bachelor's degree,free/reduced,completed,92,100,100,Sana,"Radiance, brilliance, mountaintop"
female,group D,master's degree,free/reduced,completed,61,71,78,Samira,Entertaining companion
male,group B,high school,free/reduced,none,63,48,47,Hadi,"Guide, leader"
male,group D,bachelor's degree,free/reduced,none,68,68,67,Hassan,"Beautiful, handsome, doer of good"
male,group B,some college,standard,completed,71,75,70,Selim,"Safe, secure, flawless"
male,group A,bachelor's degree,standard,none,91,96,92,Nael,"Achiever, winner"
female,group C,some college,standard,none,53,62,56,Aisha,"Alive, prosperous"
female,group C,high school,free/reduced,completed,50,66,64,Hadiya,"Guide to righteousness, gift"
female,group E,high school,standard,none,74,81,71,Mariam,"Mary, pious, beloved"
male,group A,associate's degree,free/reduced,completed,40,55,53,Rida,"Contentment, favored by God"
male,group A,some college,standard,completed,61,51,52,Mustafa,The chosen one
female,group B,high school,standard,none,81,91,89,Amina,"Trustworthy, peaceful"
female,group B,some college,free/reduced,completed,48,56,58,Tasnim,Fountain in paradise
female,group D,master's degree,standard,none,53,61,68,Fatima,"Captivating, daughter of the Prophet"
female,group D,some high school,standard,none,81,97,96,Sana,"Radiance, brilliance, mountaintop"
female,group E,some high school,standard,none,77,79,80,Aya,"Sign, miracle, verse from the Quran"
female,group D,bachelor's degree,free/reduced,none,63,73,78,Salma,"Safe, peaceful"
female,group D,associate's degree,standard,completed,73,75,80,Sana,"Radiance, brilliance, mountaintop"
female,group D,some college,standard,none,69,77,77,Amal,"Hope, aspiration"
female,group C,associate's degree,standard,none,65,76,76,Alia,"Highest social standing, exalted"
female,group A,high school,standard,none,55,73,73,Inaya,"Concern, care, protection from God"
female,group C,bachelor's degree,free/reduced,none,44,63,62,Asma,"High, exalted, lofty"
female,group C,some college,standard,none,54,64,65,Sofia,"Wisdom, beautiful"
female,group A,some high school,standard,none,48,66,65,Hadiya,"Guide to righteousness, gift"
male,group C,some college,free/reduced,none,58,57,54,Arif,"Knowing, knowledgeable"
male,group A,some high school,standard,none,71,62,50,Arif,"Knowing, knowledgeable"
male,group E,bachelor's degree,standard,none,68,68,64,Karim,"Generous, noble"
female,group E,high school,standard,none,74,76,73,Amina,"Trustworthy, peaceful"
female,group C,bachelor's degree,standard,completed,92,100,99,Sana,"Radiance, brilliance, mountaintop"
female,group C,bachelor's degree,standard,completed,56,79,72,Alia,"Highest social standing, exalted"
male,group B,high school,free/reduced,none,30,24,15,Ibrahim,"Father of many nations, Prophet Abraham"
male,group A,some high school,standard,none,53,54,48,Aziz,"Powerful, respected, beloved"
female,group D,high school,standard,none,69,77,73,Alia,"Highest social standing, exalted"
female,group D,some high school,standard,none,65,82,81,Rania,"Queen, gazing intently"
female,group D,master's degree,standard,none,54,60,63,Asma,"High, exalted, lofty"
female,group C,high school,standard,none,29,29,30,Hana,"Happiness, bliss"
female,group E,some college,standard,none,76,78,80,Naila,"Acquirer, achiever"
male,group D,high school,free/reduced,none,60,57,51,Nour,Divine light
male,group D,master's degree,free/reduced,completed,84,89,90,Kamil,"Perfect, complete"
male,group C,some high school,standard,none,75,72,62,Hassan,"Beautiful, handsome, doer of good"
female,group C,associate's degree,standard,none,85,84,82,Layla,"Night, dark beauty"
female,group C,master's degree,free/reduced,none,40,58,54,Hadiya,"Guide to righteousness, gift"
female,group E,some college,standard,none,61,64,62,Jannah,"Heaven, paradise"
female,group B,associate's degree,standard,none,58,63,65,Maya,"Princess, water"
male,group D,some college,free/reduced,completed,69,60,63,Arif,"Knowing, knowledgeable"
female,group C,some college,standard,none,58,59,66,Safiya,"Pure, untroubled, chosen friend"
male,group C,bachelor's degree,standard,completed,94,90,91,Farhan,"Happy, glad"
female,group C,associate's degree,standard,none,65,77,74,Amara,"Eternal beauty, urgent news"
female,group A,associate's degree,standard,none,82,93,93,Nour,Divine light
female,group C,high school,standard,none,60,68,72,Maya,"Princess, water"
female,group E,bachelor's degree,standard,none,37,45,38,Sana,"Radiance, brilliance, mountaintop"
male,group D,bachelor's degree,standard,none,88,78,83,Mikael,Angel of mercy and rain
male,group D,master's degree,standard,none,95,81,84,Zain,"Beauty, grace"
male,group C,associate's degree,free/reduced,completed,65,73,68,Ehsan,"Excellence, kindness"
female,group C,high school,free/reduced,none,35,61,54,Jamila,"Beautiful, elegant"
male,group B,bachelor's degree,free/reduced,none,62,63,56,Hassan,"Beautiful, handsome, doer of good"
male,group C,high school,free/reduced,completed,58,51,52,Luqman,"Wise, a prophet/sage in the Quran"
male,group A,some college,standard,completed,100,96,86,Adam,"Earth, the first prophet"
female,group E,bachelor's degree,free/reduced,none,61,58,62,Rania,"Queen, gazing intently"
male,group D,some college,standard,completed,100,97,99,Nael,"Achiever, winner"
male,group B,associate's degree,free/reduced,completed,69,70,63,Hadi,"Guide, leader"
male,group D,associate's degree,standard,none,61,48,46,Khalid,"Eternal, immortal"
male,group D,some college,free/reduced,none,49,57,46,Tariq,"Morning star, night visitor"
female,group C,some high school,standard,completed,44,51,55,Amara,"Eternal beauty, urgent news"
male,group D,some college,standard,none,67,64,70,Isa,"Jesus, God is salvation"
male,group B,high school,standard,none,79,60,65,Tariq,"Morning star, night visitor"
female,group B,bachelor's degree,standard,completed,66,74,81,Leen,"Softness, tenderness"
female,group C,high school,standard,none,75,88,85,Jamila,"Beautiful, elegant"
male,group D,some high school,standard,none,84,84,80,Imran,"Prosperity, host"
male,group A,high school,standard,none,71,74,64,Nael,"Achiever, winner"
female,group B,high school,free/reduced,completed,67,80,81,Amani,"Wishes, aspirations"
female,group D,some high school,standard,completed,80,92,88,Aisha,"Alive, prosperous"
male,group E,some college,standard,none,86,76,74,Khalid,"Eternal, immortal"
female,group D,associate's degree,standard,none,76,74,73,Safiya,"Pure, untroubled, chosen friend"
male,group D,high school,standard,none,41,52,51,Ibrahim,"Father of many nations, Prophet Abraham"
female,group D,associate's degree,free/reduced,completed,74,88,90,Farah,"Joy, cheerfulness"
female,group B,some high school,free/reduced,none,72,81,79,Amira,"Princess, leader"
female,group E,high school,standard,completed,74,79,80,Salma,"Safe, peaceful"
male,group B,high school,standard,none,70,65,60,Jafar,"Stream, rivulet"
female,group B,bachelor's degree,standard,completed,65,81,81,Fatima,"Captivating, daughter of the Prophet"
female,group D,associate's degree,standard,none,59,70,65,Inaya,"Concern, care, protection from God"
female,group E,high school,free/reduced,none,64,62,68,Maya,"Princess, water"
female,group B,high school,standard,none,50,53,55,Sarah,"Princess, bringer of joy"
female,group D,some college,standard,completed,69,79,81,Sofia,"Wisdom, beautiful"
male,group C,some high school,free/reduced,completed,51,56,53,Jamil,"Beautiful, radiant"
female,group A,high school,standard,completed,68,80,76,Amal,"Hope, aspiration"
female,group D,some college,standard,completed,85,86,98,Amara,"Eternal beauty, urgent news"
female,group A,associate's degree,standard,completed,65,70,74,Ayla,"Moonlight, halo"
female,group B,some high school,standard,none,73,79,79,Yasmin,Jasmine flower
female,group B,some college,standard,none,62,67,67,Naila,"Acquirer, achiever"
male,group C,associate's degree,free/reduced,none,77,67,64,Yunus,"Jonah, dove"
male,group D,some high school,standard,none,69,66,61,Jafar,"Stream, rivulet"
female,group D,associate's degree,free/reduced,none,43,60,58,Sarah,"Princess, bringer of joy"
male,group D,associate's degree,standard,none,90,87,85,Rayan,"Luxuriant, gate of heaven"
male,group C,some college,free/reduced,none,74,77,73,Faris,"Knight, horseman"
male,group C,some high school,standard,none,73,66,63,Faiz,"Victorious, successful"
female,group D,some college,free/reduced,none,55,71,69,Sofia,"Wisdom, beautiful"
female,group C,high school,standard,none,65,69,67,Layla,"Night, dark beauty"
male,group D,associate's degree,standard,none,80,63,63,Tariq,"Morning star, night visitor"
female,group C,some high school,free/reduced,completed,50,60,60,Zara,"Radiance, blooming flower"
female,group C,some college,free/reduced,completed,63,73,71,Aya,"Sign, miracle, verse from the Quran"
female,group B,bachelor's degree,free/reduced,none,77,85,87,Ayla,"Moonlight, halo"
male,group C,some college,standard,none,73,74,61,Luqman,"Wise, a prophet/sage in the Quran"
male,group D,associate's degree,standard,completed,81,72,77,Yunus,"Jonah, dove"
female,group C,high school,free/reduced,none,66,76,68,Jamila,"Beautiful, elegant"
male,group D,associate's degree,free/reduced,none,52,57,50,Arif,"Knowing, knowledgeable"
female,group C,some college,standard,none,69,78,76,Hadiya,"Guide to righteousness, gift"
female,group C,associate's degree,standard,completed,65,84,84,Rida,"Contentment, favored by God"
female,group D,high school,standard,completed,69,77,78,Safiya,"Pure, untroubled, chosen friend"
female,group B,some college,standard,completed,50,64,66,Jamila,"Beautiful, elegant"
female,group E,some college,standard,completed,73,78,76,Naila,"Acquirer, achiever"
female,group C,some high school,standard,completed,70,82,76,Hana,"Happiness, bliss"
male,group D,associate's degree,free/reduced,none,81,75,78,Aziz,"Powerful, respected, beloved"
male,group D,some college,free/reduced,none,63,61,60,Mikael,Angel of mercy and rain
female,group D,high school,standard,none,67,72,74,Maha,"Wild cow, rare jewel"
male,group B,high school,standard,none,60,68,60,Omar,"Long-lived, flourishing"
male,group B,high school,standard,none,62,55,54,Khalid,"Eternal, immortal"
female,group C,some high school,free/reduced,completed,29,40,44,Yasmin,Jasmine flower
male,group B,some college,standard,completed,62,66,68,Ayan,"Gift of God, time, epoch"
female,group E,master's degree,standard,completed,94,99,100,Maya,"Princess, water"
male,group E,some college,standard,completed,85,75,68,Zain,"Beauty, grace"
male,group D,associate's degree,free/reduced,none,77,78,73,Arif,"Knowing, knowledgeable"
male,group A,high school,free/reduced,none,53,58,44,Sami,"Hearing, elevated, sublime"
male,group E,some college,free/reduced,none,93,90,83,Haroon,"Aaron, high mountain, protector"
female,group C,associate's degree,standard,none,49,53,53,Nora,"Light, illumination"
female,group E,associate's degree,free/reduced,none,73,76,78,Nour,Divine light
female,group C,bachelor's degree,free/reduced,completed,66,74,81,Layla,"Night, dark beauty"
female,group D,associate's degree,standard,none,77,77,73,Amal,"Hope, aspiration"
female,group C,some high school,standard,none,49,63,56,Mariam,"Mary, pious, beloved"
female,group D,some college,free/reduced,none,79,89,86,Amani,"Wishes, aspirations"
female,group C,associate's degree,standard,completed,75,82,90,Amina,"Trustworthy, peaceful"
female,group A,bachelor's degree,standard,none,59,72,70,Rida,"Contentment, favored by God"
female,group D,associate's degree,standard,completed,57,78,79,Jude,"Generosity, goodness"
male,group C,high school,free/reduced,none,66,66,59,Jamil,"Beautiful, radiant"
female,group E,bachelor's degree,standard,completed,79,81,82,Naila,"Acquirer, achiever"
female,group B,some high school,standard,none,57,67,72,Mariam,"Mary, pious, beloved"
male,group A,bachelor's degree,standard,completed,87,84,87,Farhan,"Happy, glad"
female,group D,some college,standard,none,63,64,67,Farah,"Joy, cheerfulness"
female,group B,some high school,free/reduced,completed,59,63,64,Fatima,"Captivating, daughter of the Prophet"
male,group A,bachelor's degree,free/reduced,none,62,72,65,Khalid,"Eternal, immortal"
male,group D,high school,standard,none,46,34,36,Ibrahim,"Father of many nations, Prophet Abraham"
male,group C,some college,standard,none,66,59,52,Yunus,"Jonah, dove"
male,group D,high school,standard,none,89,87,79,Rami,"Archer, marksman"
female,group D,associate's degree,free/reduced,completed,42,61,58,Rida,"Contentment, favored by God"
male,group C,some college,standard,completed,93,84,90,Farhan,"Happy, glad"
female,group E,some high school,standard,completed,80,85,85,Layla,"Night, dark beauty"
female,group D,some college,standard,none,98,100,99,Lina,"Tender, palm tree"
male,group D,master's degree,standard,none,81,81,84,Idris,"Studious, Prophet Enoch"
female,group B,some high school,standard,completed,60,70,74,Dalal,"Coquettishness, pampered"
female,group B,associate's degree,free/reduced,completed,76,94,87,Reem,White gazelle
male,group C,associate's degree,standard,completed,73,78,72,Zain,"Beauty, grace"
female,group C,associate's degree,standard,completed,96,96,99,Sana,"Radiance, brilliance, mountaintop"
female,group C,high school,standard,none,76,76,74,Amal,"Hope, aspiration"
male,group E,associate's degree,free/reduced,completed,91,73,80,Faris,"Knight, horseman"
female,group C,some college,free/reduced,none,62,72,70,Aisha,"Alive, prosperous"
male,group D,some high school,free/reduced,completed,55,59,59,Nasir,"Helper, protector"
female,group B,some high school,free/reduced,completed,74,90,88,Jude,"Generosity, goodness"
male,group C,high school,standard,none,50,48,42,Rida,"Contentment, favored by God"
male,group B,some college,standard,none,47,43,41,Ibrahim,"Father of many nations, Prophet Abraham"
